Issue Key,Work type,Summary,Description,Priority,Epic
KAN-111,Story,E9-05 Tests zu Test Sets bündeln,"Als QA-Verantwortlicher möchte ich Tests zu Test Sets bündeln.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-112,Story,E9-06 Testpläne für Releases erstellen,"Als QA-Verantwortlicher möchte ich Testpläne für Releases erstellen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-113,Story,E9-07 Testausführungen starten,"Als QA-Verantwortlicher möchte ich Testausführungen für einzelne Versionen starten.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-114,Story,E9-08 Tests mit Stories verknüpfen,"Als Team möchte ich Tests direkt mit User Stories verknüpfen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-115,Story,E9-09 Regressionstestsuite pflegen,"Als QA-Verantwortlicher möchte ich eine Regressionstestsuite pflegen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-116,Story,E9-10 Browser- und Gerätetests durchführen,"Als QA-Verantwortlicher möchte ich Tests für Desktop, Tablet und Smartphone durchführen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-117,Story,E9-11 Testergebnisse dokumentieren,"Als Tester möchte ich Testergebnisse und Belege zu einem Test speichern.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-118,Story,E9-12 Fehler aus Tests erfassen,"Als Team möchte ich Fehler direkt aus fehlgeschlagenen Tests erfassen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-119,Story,E9-13 Testabdeckung sehen,"Als Product Owner möchte ich die Testabdeckung pro Epic und Release sehen.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-120,Story,E9-14 Release-Abnahmekriterien definieren,"Als Release-Verantwortlicher möchte ich klare Abnahmekriterien für einen Release haben.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
